"","Date Of Sale","Address","Postal Code","County","Price","Not Full Market Price","VAT Exclusive","Description Of Property","Property Size Description"
"5","02/01/2019","31 ALL SAINTS PARK, RAHENY, DUBLIN 5","Dublin 5","Dublin",460000,"No","No","Second-Hand Dwelling house /Apartment",NA
"6","02/01/2019","40 THE COURTYARD, CLONSILLA, DUBLIN 15","Dublin 15","Dublin",221500,"No","No","Second-Hand Dwelling house /Apartment",NA
"7","02/01/2019","407 CASEMENT RD, FINGLAS WEST, DUBLIN 11","Dublin 11","Dublin",265000,"No","No","Second-Hand Dwelling house /Apartment",NA
"14","03/01/2019","23 ASHFORD ST, DUBLIN 7, DUBLIN","Dublin 7","Dublin",283000,"No","No","Second-Hand Dwelling house /Apartment",NA
"15","03/01/2019","23 LATCHFORD GREEN, CASTAHEANY, DUBLIN 15","Dublin 15","Dublin",285000,"No","No","Second-Hand Dwelling house /Apartment",NA
"18","03/01/2019","36 GEORGIAN HAMLET, BALDOYLE, DUBLIN 13","Dublin 13","Dublin",340000,"No","No","Second-Hand Dwelling house /Apartment",NA
"22","03/01/2019","62 SOUTHGATE APTS, CORK ST, DUBLIN 8","Dublin 8","Dublin",225000,"No","No","Second-Hand Dwelling house /Apartment",NA
"23","03/01/2019","69 CARLINGFORD RD, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin",470000,"No","No","Second-Hand Dwelling house /Apartment",NA
"25","04/01/2019","1 THE BRIDGE, MAIN ST, SHANKILL DUBLIN 18","Dublin 18","Dublin",285000,"No","No","Second-Hand Dwelling house /Apartment",NA
"27","04/01/2019","125 GLASNEVIN AVE, DUBLIN 11, DUBLIN","Dublin 11","Dublin",425000,"No","No","Second-Hand Dwelling house /Apartment",NA
"28","04/01/2019","13 INGLEWOOD CLOSE, CLONSILLA, DUBLIN 15","Dublin 15","Dublin",2e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"31","04/01/2019","15 GLENAMUCK COTTAGES, CARRICKMINES, DUBLIN 18","Dublin 18","Dublin",440000,"No","No","Second-Hand Dwelling house /Apartment",NA
"32","04/01/2019","169 CROSBIES YARD, OSSORY RD, EAST WALL DUBLIN 3","Dublin 3","Dublin",302000,"No","No","Second-Hand Dwelling house /Apartment",NA
"35","04/01/2019","18 BROWNSBARN ORCHARD, KINGSWOOD CROSS, CITYWEST DUBLIN 22","Dublin 22","Dublin",310000,"No","No","Second-Hand Dwelling house /Apartment",NA
"42","04/01/2019","36 WILLOW COURT, CLONDALKIN, DUBLIN","Dublin 22","Dublin",290000,"No","No","Second-Hand Dwelling house /Apartment",NA
"43","04/01/2019","36, 109 PARNELL ST, DUBLIN 1","Dublin 1","Dublin",215000,"No","No","Second-Hand Dwelling house /Apartment",NA
"44","04/01/2019","39 LAMBOURN AVE, CLONSILLA, DUBLIN 15","Dublin 15","Dublin",365000,"No","No","Second-Hand Dwelling house /Apartment",NA
"45","04/01/2019","39 WOOD DALE CRESCENT, BALLYCULLEN, DUBLIN 24","Dublin 24","Dublin",445000,"No","No","Second-Hand Dwelling house /Apartment",NA
"47","04/01/2019","5 BARNWELL CLOSE, ONGAR, DUBLIN 15","Dublin 15","Dublin",320000,"No","No","Second-Hand Dwelling house /Apartment",NA
"48","04/01/2019","51 VERDEMONT, SNUGBOROUGH RD, BLANCHARDSTOWN DUBLIN 15","Dublin 15","Dublin",216000,"No","No","Second-Hand Dwelling house /Apartment",NA
"49","04/01/2019","56 THE GROVE, HUNTERS RUN, CLONEE DUBLIN 15","Dublin 15","Dublin",377500,"No","No","Second-Hand Dwelling house /Apartment",NA
"50","04/01/2019","7 LATCHFORD GREEN, CASTAHEANEY, DUBLIN 15","Dublin 15","Dublin",308000,"No","No","Second-Hand Dwelling house /Apartment",NA
"51","04/01/2019","7 RIVERSDALE RD, CLONDALKIN DUBLIN 22, DUBLIN","Dublin 22","Dublin",270000,"No","No","Second-Hand Dwelling house /Apartment",NA
"52","04/01/2019","74 FITZWILLIAM POINT, FITZWILLIAM QUAY, RINGSEND DUBLIN 4","Dublin 4","Dublin",351000,"No","No","Second-Hand Dwelling house /Apartment",NA
"53","04/01/2019","9 ANNADALE AVE, FAIRVIEW, DUBLIN 3","Dublin 3","Dublin",330000,"No","No","Second-Hand Dwelling house /Apartment",NA
"55","06/01/2019","2 CARRIGMORE OAK, CITYWEST, SAGGART","Dublin 24","Dublin",310000,"No","No","Second-Hand Dwelling house /Apartment",NA
"57","07/01/2019","103 MARLAY VIEW, BALLINTEER AVE, DUBLIN 16","Dublin 16","Dublin",340000,"No","No","Second-Hand Dwelling house /Apartment",NA
"58","07/01/2019","12 HERBERT COTTAGES, BALLSBRIDGE, DUBLIN 4","Dublin 4","Dublin",463500,"No","No","Second-Hand Dwelling house /Apartment",NA
"60","07/01/2019","146 MERIDIAN COURT, ROYAL CANAL PARK, RATOATH RD DUBLIN 15","Dublin 7","Dublin",325000,"No","No","Second-Hand Dwelling house /Apartment",NA
"65","07/01/2019","23 THE KILNS, STATION RD, PORTMARNOCK","Dublin 13","Dublin",243000,"No","No","Second-Hand Dwelling house /Apartment",NA
"68","07/01/2019","40 GERALDSTOWN WOODS, SANTRY, DUBLIN 9","Dublin 9","Dublin",2e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"69","07/01/2019","43 ELDERWOOD ROAD, PALMERSTOWN, DUBLIN 20","Dublin 20","Dublin",320000,"No","No","Second-Hand Dwelling house /Apartment",NA
"70","07/01/2019","45 ELY VIEW, OLD COURT, TALLAGHT DUBLIN 24","Dublin 24","Dublin",332500,"No","No","Second-Hand Dwelling house /Apartment",NA
"71","07/01/2019","55 DRUMFIN ROAD, BALLYFERMOT, DUBLIN 10","Dublin 10","Dublin",250000,"No","No","Second-Hand Dwelling house /Apartment",NA
"72","07/01/2019","56 DEERHAVEN AVE, CLONEE, DUBLIN 15","Dublin 15","Dublin",310000,"No","No","Second-Hand Dwelling house /Apartment",NA
"73","07/01/2019","57 DEAN SWIFT RD, GLASNEVIN, DUBLIN 11","Dublin 11","Dublin",360000,"No","No","Second-Hand Dwelling house /Apartment",NA
"75","07/01/2019","88 FOXFIELD RD, RAHENY, DUBLIN 5","Dublin 5","Dublin",577500,"No","No","Second-Hand Dwelling house /Apartment",NA
"76","07/01/2019","9 EDEN PARK RD, GOATSTOWN, DUBLIN 14","Dublin 14","Dublin",670000,"No","No","Second-Hand Dwelling house /Apartment",NA
"78","07/01/2019","LISHEEN, DUNDRUM RD, DUNDRUM DUBLIN 14","Dublin 14","Dublin",485000,"No","No","Second-Hand Dwelling house /Apartment",NA
"80","08/01/2019","13 CHANDLERS GUILD, JAMESS ST, DUBLIN 8","Dublin 8","Dublin",202000,"No","No","Second-Hand Dwelling house /Apartment",NA
"81","08/01/2019","13 HOMELAWN AVE, TALLAGHT, DUBLIN 24","Dublin 24","Dublin",270000,"No","No","Second-Hand Dwelling house /Apartment",NA
"83","08/01/2019","17 BELFRY DR, CITYWEST DUBLIN 24, DUBLIN","Dublin 24","Dublin",235000,"No","No","Second-Hand Dwelling house /Apartment",NA
"84","08/01/2019","174 TRIMBLESTON, GOATSTOWN RD, DUBLIN 14","Dublin 14","Dublin",8e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"86","08/01/2019","24 SYCAMORE RD, DUNDRUM, DUBLIN 16","Dublin 16","Dublin",585000,"No","No","Second-Hand Dwelling house /Apartment",NA
"87","08/01/2019","278 MOURNE RD, DRIMNAGH, DUBLIN CITY","Dublin 12","Dublin",4e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"88","08/01/2019","28 MAIN ST, HOWTH, DUBLIN","Dublin 13","Dublin",675000,"No","No","Second-Hand Dwelling house /Apartment",NA
"90","08/01/2019","30 LANESBOROUGH DR ST MARGARETS, DUBLIN 11, DUBLIN","Dublin 15","Dublin",262000,"No","No","Second-Hand Dwelling house /Apartment",NA
"91","08/01/2019","33 HAMPTON, SANTRY CROSS, BALLYMUN DUBLIN 9","Dublin 11","Dublin",130000,"No","No","Second-Hand Dwelling house /Apartment",NA
"92","08/01/2019","4 ANNADALE CRESENT, MARINO, DUBLIN 9","Dublin 9","Dublin",385000,"No","No","Second-Hand Dwelling house /Apartment",NA
"95","08/01/2019","54 PEMBROKE COTTAGES, DONNYBROOK, DUBLIN 4","Dublin 4","Dublin",412500,"No","No","Second-Hand Dwelling house /Apartment",NA
"97","08/01/2019","6 BELARMINE PARK, ENNISKERRY RD, STEPASIDE DUBLIN 18","Dublin 18","Dublin",825000,"No","No","Second-Hand Dwelling house /Apartment",NA
"98","08/01/2019","67 COWPER RD, RATHMINES, DUBLIN 6","Dublin 6","Dublin",1115000,"No","No","Second-Hand Dwelling house /Apartment",NA
"104","09/01/2019","12 ST BRIGIDS COTTAGES, CLONDALKIN, DUBLIN","Dublin 22","Dublin",310000,"No","No","Second-Hand Dwelling house /Apartment",NA
"105","09/01/2019","13 MAYSTON SQUARE, ST MARGARETS, DUBLIN 11","Dublin 11","Dublin",180000,"No","No","Second-Hand Dwelling house /Apartment",NA
"108","09/01/2019","152 WATERVILLE TERRACE, BLANCHARDSTOWN DUBLIN 15, DUBLIN","Dublin 15","Dublin",270000,"No","No","Second-Hand Dwelling house /Apartment",NA
"110","09/01/2019","19 SILVERWOOD ROAD, RATHFARNHAM, DUBLIN 14","Dublin 14","Dublin",520000,"No","No","Second-Hand Dwelling house /Apartment",NA
"111","09/01/2019","2 BEAUMONT HALL, BEAUMONT, DUBLIN 9","Dublin 9","Dublin",235000,"No","No","Second-Hand Dwelling house /Apartment",NA
"112","09/01/2019","22 OFFINGTON AVENUE, SUTTON, DUBLIN 13","Dublin 13","Dublin",745000,"No","No","Second-Hand Dwelling house /Apartment",NA
"114","09/01/2019","26 PARKLANDS, CASTLESIDE, RATHFARNHAM","Dublin 14","Dublin",205000,"No","No","Second-Hand Dwelling house /Apartment",NA
"115","09/01/2019","3 THE KILNS, STATION RD, PORTMARNOCK","Dublin 13","Dublin",580000,"No","No","Second-Hand Dwelling house /Apartment",NA
"119","09/01/2019","4 Lad Lane, 4 Fitzwilliam Place, Dublin 2","Dublin 2","Dublin",1250000,"No","No","Second-Hand Dwelling house /Apartment",NA
"120","09/01/2019","41 RING ST, INCHICORE, DUBLIN 8","Dublin 8","Dublin",315000,"No","No","Second-Hand Dwelling house /Apartment",NA
"122","09/01/2019","61 BEAUMONT RD, DUBLIN 9, DUBLIN","Dublin 9","Dublin",517500,"No","No","Second-Hand Dwelling house /Apartment",NA
"124","09/01/2019","70 ENNAFORT RD, RAHENY, DUBLIN 5","Dublin 5","Dublin",587000,"No","No","Second-Hand Dwelling house /Apartment",NA
"125","09/01/2019","8 ATHGOE RD, SHANKILL, DUBLIN","Dublin 18","Dublin",495000,"No","No","Second-Hand Dwelling house /Apartment",NA
"126","09/01/2019","91 AYLMER RD, NEWCASTLE, DUBLIN","Dublin 22","Dublin",3e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"129","09/01/2019","APT 197, THE HARDWICKE, CHURCH ST DUBLIN 7","Dublin 7","Dublin",230000,"No","No","Second-Hand Dwelling house /Apartment",NA
"131","10/01/2019","102 MERIDIAN COURT, ROYAL CANAL PARK, RATOATH RD DUBLIN 15","Dublin 7","Dublin",3e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"132","10/01/2019","12 GLENBEIGH RD, BLACKHORSE AVE, C RD DUBLIN 7","Dublin 7","Dublin",350000,"No","No","Second-Hand Dwelling house /Apartment",NA
"133","10/01/2019","13 MERTON DR, RANELAGH, DUBLIN 6","Dublin 6","Dublin",922000,"No","No","Second-Hand Dwelling house /Apartment",NA
"135","10/01/2019","15 DEERHAVEN PARK, CLONEE, DUBLIN 15","Dublin 15","Dublin",285000,"No","No","Second-Hand Dwelling house /Apartment",NA
"137","10/01/2019","18 MOUNT ANVILLE LAWN, GOATSTOWN, DUBLIN 14","Dublin 14","Dublin",801000,"No","No","Second-Hand Dwelling house /Apartment",NA
"139","10/01/2019","2 SHANGAN CRESCENT, BALLYMUN, DUBLIN 9","Dublin 9","Dublin",210000,"No","No","Second-Hand Dwelling house /Apartment",NA
"140","10/01/2019","23 ALLENDALE DR, CLONSILLA, DUBLIN 15","Dublin 15","Dublin",445000,"No","No","Second-Hand Dwelling house /Apartment",NA
"141","10/01/2019","23 CARRIGLEA WALK, FIRHOUSE, DUBLIN 24","Dublin 24","Dublin",422000,"No","No","Second-Hand Dwelling house /Apartment",NA
"145","10/01/2019","273 RATOATH RD, CABRA, DUBLIN 7","Dublin 7","Dublin",295000,"No","No","Second-Hand Dwelling house /Apartment",NA
"146","10/01/2019","30 GRANGEMORE RD, DOWAGHMEDE, DUBLIN 13","Dublin 13","Dublin",345000,"No","No","Second-Hand Dwelling house /Apartment",NA
"152","10/01/2019","4 WAVENEY, HARBOUR RD, HOWTH DUBLIN 13","Dublin 13","Dublin",295000,"No","No","Second-Hand Dwelling house /Apartment",NA
"154","10/01/2019","40 BUSHFIELD DR, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin",335000,"No","No","Second-Hand Dwelling house /Apartment",NA
"155","10/01/2019","41 THE HOLLY, ROCKFIELD, DUNDRUM DUBLIN 14","Dublin 16","Dublin",360000,"No","No","Second-Hand Dwelling house /Apartment",NA
"156","10/01/2019","42 PARK BLVD, TYRELLSTOWN, DUBLIN 15","Dublin 15","Dublin",240000,"No","No","Second-Hand Dwelling house /Apartment",NA
"158","10/01/2019","47 DELHURST TERRACE, ONGAR PARK, DUBLIN 15","Dublin 15","Dublin",275000,"No","No","Second-Hand Dwelling house /Apartment",NA
"159","10/01/2019","50 PORTERSFIELD, CLONSILLA, DUBLIN 15","Dublin 15","Dublin",266500,"No","No","Second-Hand Dwelling house /Apartment",NA
"161","10/01/2019","56 HOME FARM RD, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin",650000,"No","No","Second-Hand Dwelling house /Apartment",NA
"165","10/01/2019","93 CLON BRUGH, AIKENS VILLAGE, SANDYFORD DUBLIN 18","Dublin 18","Dublin",465000,"No","No","Second-Hand Dwelling house /Apartment",NA
"168","10/01/2019","APT 75, SOUTH GATE, CORK ST DUBLIN 8","Dublin 8","Dublin",365000,"No","No","Second-Hand Dwelling house /Apartment",NA
"169","10/01/2019","APT 84, BACHELORS WALK, DUBLIN 1","Dublin 1","Dublin",240000,"No","No","Second-Hand Dwelling house /Apartment",NA
"173","11/01/2019","108 MILLPARK, OLD NANGOR RD, CLONDALKIN DUBLIN 22","Dublin 22","Dublin",2e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"175","11/01/2019","12 ASHLEY COURT 31 CLYDE RD, BALLSBRIDGE, DUBLIN 4","Dublin 4","Dublin",665000,"No","No","Second-Hand Dwelling house /Apartment",NA
"176","11/01/2019","120 PARK DRIVE AVE, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin",395000,"No","No","Second-Hand Dwelling house /Apartment",NA
"177","11/01/2019","131 CHAPELGATE, ST ALPHONSUS RD, DRUMCONDRA","Dublin 9","Dublin",580000,"No","No","Second-Hand Dwelling house /Apartment",NA
"179","11/01/2019","15 PARK VIEW, RATHBORNE, ASHTOWN DUBLIN 15","Dublin 15","Dublin",310000,"No","No","Second-Hand Dwelling house /Apartment",NA
"180","11/01/2019","17 FRANKFORT AVE, RATHGAR, DUBLIN 6","Dublin 6","Dublin",951000,"No","No","Second-Hand Dwelling house /Apartment",NA
"182","11/01/2019","17 ST KEVINS RD PORTABELLO, DUBLIN 8, DUBLIN","Dublin 15","Dublin",730000,"No","No","Second-Hand Dwelling house /Apartment",NA
"183","11/01/2019","18 CLIFDEN TERRACE, BALLYFERMOT, DUBLIN 10","Dublin 10","Dublin",232500,"No","No","Second-Hand Dwelling house /Apartment",NA
"185","11/01/2019","194 LITTLEPACE WOODS, CLONEE, DUBLIN 15","Dublin 15","Dublin",330000,"No","No","Second-Hand Dwelling house /Apartment",NA
"187","11/01/2019","2 ENNAFORT AVE, RAHENY, DUBLIN 5","Dublin 5","Dublin",646000,"No","No","Second-Hand Dwelling house /Apartment",NA
"190","11/01/2019","25 RATHGEAL, DEANSRATH, CLONDALKIN DUBLIN 22","Dublin 22","Dublin",180000,"No","No","Second-Hand Dwelling house /Apartment",NA
"192","11/01/2019","27 LANDSDOWNE PARK, KNOCKLYON, DUBLIN 16","Dublin 16","Dublin",154700,"No","No","Second-Hand Dwelling house /Apartment",NA
"193","11/01/2019","29 BRAMLEY CRESCENT, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin",425000,"No","No","Second-Hand Dwelling house /Apartment",NA
"194","11/01/2019","2H RATHBORNE DR, ASHTOWN, DUBLIN 15","Dublin 15","Dublin",287000,"No","No","Second-Hand Dwelling house /Apartment",NA
"195","11/01/2019","3 CURRAGH HALL RD, TYRRELSTOWN, DUBLIN 15","Dublin 15","Dublin",235000,"No","No","Second-Hand Dwelling house /Apartment",NA
"197","11/01/2019","30 HOLLY STOWN PARK, HOLLYSTOWN, DUBLIN 15","Dublin 15","Dublin",440000,"No","No","Second-Hand Dwelling house /Apartment",NA
"199","11/01/2019","33 THE LODGE, SEABROOK MANOR, PORTMARNOCK","Dublin 13","Dublin",310000,"No","No","Second-Hand Dwelling house /Apartment",NA
"201","11/01/2019","37 DUN EMER RD, SANDYFORD RD, DUBLIN 16","Dublin 16","Dublin",630000,"No","No","Second-Hand Dwelling house /Apartment",NA
"203","11/01/2019","39 ST MARYS LANE, BALLSBRIDGE, DUBLIN 4","Dublin 4","Dublin",650000,"No","No","Second-Hand Dwelling house /Apartment",NA
"204","11/01/2019","3A SHANOWEN CRESCENT, SANTRY, DUBLIN 9","Dublin 9","Dublin",355000,"No","No","Second-Hand Dwelling house /Apartment",NA
"205","11/01/2019","4 TEMPLE COURT, NORTHWOOD ESTATE, SANTRY","Dublin 9","Dublin",240000,"No","No","Second-Hand Dwelling house /Apartment",NA
"206","11/01/2019","42 LANNDALE LAWNS, TALLAGHT, DUBLIN 24","Dublin 24","Dublin",238000,"No","No","Second-Hand Dwelling house /Apartment",NA
"208","11/01/2019","460 NORTH CIRCULAR RD, DUBLIN 1","Dublin 1","Dublin",571600,"No","No","Second-Hand Dwelling house /Apartment",NA
"209","11/01/2019","47 CITY GATE, ST AUGUSTINE ST, DUBLIN 8","Dublin 8","Dublin",216500,"No","No","Second-Hand Dwelling house /Apartment",NA
"210","11/01/2019","47 LA TOUCHE ROAD, DUBLIN 12","Dublin 12","Dublin",218000,"No","No","Second-Hand Dwelling house /Apartment",NA
"211","11/01/2019","47 THE BRIDGE, DUBLIN RD, SHANKILL","Dublin 18","Dublin",295000,"No","No","Second-Hand Dwelling house /Apartment",NA
"212","11/01/2019","5 ABBEY ST, HOWTH, DUBLIN 13","Dublin 13","Dublin",840000,"No","No","Second-Hand Dwelling house /Apartment",NA
"213","11/01/2019","563 NORTH CIRCULAR RD, DUBLIN 1, DUBLIN","Dublin 7","Dublin",7e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"215","11/01/2019","61 COOLGREENA RD, BEAUMONT, DUBLIN 9","Dublin 9","Dublin",350000,"No","No","Second-Hand Dwelling house /Apartment",NA
"216","11/01/2019","62 SUTTON PARK, SUTTON, DUBLIN 13","Dublin 13","Dublin",676000,"No","No","Second-Hand Dwelling house /Apartment",NA
"217","11/01/2019","65 COLLEGE GATE, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin",350000,"No","No","Second-Hand Dwelling house /Apartment",NA
"218","11/01/2019","7 BOYNE HOUSE, CUSTOM HOUSE SQ, MAYOR ST LOWER","Dublin 1","Dublin",280000,"No","No","Second-Hand Dwelling house /Apartment",NA
"220","11/01/2019","8 BRACKEN HILL, BLACKGLEN RD, SANDYFORD","Dublin 18","Dublin",343000,"No","No","Second-Hand Dwelling house /Apartment",NA
"222","11/01/2019","8 THE WILLOW, STEPASIDE, PARKVIEW APPARTMENTS DUBLIN 18","Dublin 18","Dublin",25000,"No","No","Second-Hand Dwelling house /Apartment",NA
"223","11/01/2019","80 MOUNTAIN VIEW PARK, RATHFARNHAM, DUBLIN 14","Dublin 14","Dublin",345000,"No","No","Second-Hand Dwelling house /Apartment",NA
"224","11/01/2019","9 KILCROSS DR, SANDYFORD, DUBLIN 18","Dublin 18","Dublin",375000,"No","No","Second-Hand Dwelling house /Apartment",NA
"228","11/01/2019","APT 12, BLOCK E, THE STEELWORKS DUBLIN 1","Dublin 1","Dublin",346000,"No","No","Second-Hand Dwelling house /Apartment",NA
"229","11/01/2019","APT 1, 36 MOREHAMPTON RD, DONNYBROOK","Dublin 4","Dublin",220000,"No","No","Second-Hand Dwelling house /Apartment",NA
"230","11/01/2019","APT 3  4 & 5, 34 GREAT STRAND ST, DUBLIN","Dublin 1","Dublin",526000,"No","No","Second-Hand Dwelling house /Apartment",NA
"231","11/01/2019","APT 6 FREDERICK COURT, FREDERICK LANE APARTMENTS, DUBLIN 1","Dublin 1","Dublin",232000,"No","No","Second-Hand Dwelling house /Apartment",NA
"235","14/01/2019","1 LUTTRELL PARK DR, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin",350000,"No","No","Second-Hand Dwelling house /Apartment",NA
"236","14/01/2019","10 CASTLEGRANGE PARK, CASTAHEANY, DUBLIN 15","Dublin 15","Dublin",303000,"No","No","Second-Hand Dwelling house /Apartment",NA
"237","14/01/2019","100 OAKWOOD GROVE, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin",310000,"No","No","Second-Hand Dwelling house /Apartment",NA
"238","14/01/2019","105 CASINO PARK, MARINO, DUBLIN 3","Dublin 3","Dublin",147000,"No","No","Second-Hand Dwelling house /Apartment",NA
"239","14/01/2019","11 BROOKWOOD HEIGHTS, ARTANE, DUBLIN 5","Dublin 5","Dublin",395000,"No","No","Second-Hand Dwelling house /Apartment",NA
"243","14/01/2019","145 THE RECTORY, STEPASIDE, DUBLIN 18","Dublin 18","Dublin",290000,"No","No","Second-Hand Dwelling house /Apartment",NA
"244","14/01/2019","15 ENNISKERRY RD, PHIBSBOROUGH, DUBLIN 7","Dublin 7","Dublin",530000,"No","No","Second-Hand Dwelling house /Apartment",NA
"247","14/01/2019","18 CARRIGMORE MANOR, CITYWEST, DUBLIN","Dublin 24","Dublin",268000,"No","No","Second-Hand Dwelling house /Apartment",NA
"250","14/01/2019","19 SULLIVAN ST, DUBLIN 7, DUBLIN","Dublin 7","Dublin",305000,"No","No","Second-Hand Dwelling house /Apartment",NA
"251","14/01/2019","2 CLYDE RD, BALLSBRIDGE, DUBLIN 4","Dublin 4","Dublin",3100000,"No","No","Second-Hand Dwelling house /Apartment",NA
"256","14/01/2019","28 CREMORE RD, GLASNEVIN, DUBLIN 11","Dublin 11","Dublin",647500,"No","No","Second-Hand Dwelling house /Apartment",NA
"258","14/01/2019","31 GRANGE ABBEY RD, BALDOYLE, DUBLIN 13","Dublin 13","Dublin",337500,"No","No","Second-Hand Dwelling house /Apartment",NA
"261","14/01/2019","44 RUSSELL CLOSE, RUSSELL SQ, TALLAGHT DUBLIN 24","Dublin 24","Dublin",180000,"No","No","Second-Hand Dwelling house /Apartment",NA
"262","14/01/2019","45 REGINALD ST, THE COOMBE, DUBLIN 8","Dublin 8","Dublin",395000,"No","No","Second-Hand Dwelling house /Apartment",NA
"263","14/01/2019","5 SHANLISS AVE, DUBLIN 9, DUBLIN","Dublin 9","Dublin",280000,"No","No","Second-Hand Dwelling house /Apartment",NA
"265","14/01/2019","539 HOWTH RD, RAHENY, DUBLIN 5","Dublin 5","Dublin",755000,"No","No","Second-Hand Dwelling house /Apartment",NA
"269","14/01/2019","61 CRUMLIN RD, DUBLIN 12, DUBLIN","Dublin 12","Dublin",475000,"No","No","Second-Hand Dwelling house /Apartment",NA
"272","14/01/2019","8 LORETO TERRACE, GRANGE RD, RATHFARNHAM DUBLIN 14","Dublin 14","Dublin",505000,"No","No","Second-Hand Dwelling house /Apartment",NA
"274","14/01/2019","APT 1 2 3 4 5 and 6, 35 MONTPELLIER HILL, DUBLIN 7","Dublin 7","Dublin",780000,"No","No","Second-Hand Dwelling house /Apartment",NA
"275","14/01/2019","APT.156 PARK WEST POINTE, THE CRESCENT BUILDING, DUBLIN 12","Dublin 12","Dublin",158000,"No","No","Second-Hand Dwelling house /Apartment",NA
"277","15/01/2019","1 THE SYCAMORE, ELMFIELD, BALLYOGAN DUBLIN 18","Dublin 18","Dublin",370270.27,"No","No","Second-Hand Dwelling house /Apartment",NA
"278","15/01/2019","10 ALEXANDRA QUAY, YORK RD, RINGSEND DUBLIN 4","Dublin 4","Dublin",265000,"No","No","Second-Hand Dwelling house /Apartment",NA
"281","15/01/2019","12 HIBERNIAN, THE GAS WORKS, BARROW ST DUBLIN 4","Dublin 4","Dublin",403000,"No","No","Second-Hand Dwelling house /Apartment",NA
"282","15/01/2019","135 RATHMINES TOWN CENTRE, RATHMINES RD LOWER, RATHMINES DUBLIN 6","Dublin 6","Dublin",390000,"No","No","Second-Hand Dwelling house /Apartment",NA
"283","15/01/2019","16 BEECHWOOD AVE LOWER, RANELAGH, DUBLIN 6","Dublin 6","Dublin",1125000,"No","No","Second-Hand Dwelling house /Apartment",NA
"285","15/01/2019","16 NEILSTOWN DR, NEILSTOWN, CLONDALKIN DUBLIN 22","Dublin 22","Dublin",205000,"No","No","Second-Hand Dwelling house /Apartment",NA
"286","15/01/2019","165 EDENMORE CRESCENT, RAHENY, DUBLIN 5","Dublin 5","Dublin",325000,"No","No","Second-Hand Dwelling house /Apartment",NA
"287","15/01/2019","18 ALLEN HALL, BELGARD SQ, TALLAGHT","Dublin 24","Dublin",227000,"No","No","Second-Hand Dwelling house /Apartment",NA
"289","15/01/2019","190 ARDILAUN, PORTMARNOCK, DUBLIN","Dublin 13","Dublin",485000,"No","No","Second-Hand Dwelling house /Apartment",NA
"290","15/01/2019","20 BOTANIC RD, GLASNEVIN, DUBLIN 9","Dublin 9","Dublin",4e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"291","15/01/2019","224 MOYVILLE ESTATE, BALLYBODEN ROAD, RATHFARNHAM","Dublin 16","Dublin",415000,"No","No","Second-Hand Dwelling house /Apartment",NA
"292","15/01/2019","23 BEECHWOOD DOWNS, HARTSTOWN CLONSILLA, DUBLIN 15","Dublin 15","Dublin",290000,"No","No","Second-Hand Dwelling house /Apartment",NA
"293","15/01/2019","23 MARINO PARK, DUBLIN 3, DUBLIN","Dublin 3","Dublin",4e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"294","15/01/2019","235 CLONTARF RD, CLONTARF, DUBLIN 3","Dublin 3","Dublin",676000,"No","No","Second-Hand Dwelling house /Apartment",NA
"297","15/01/2019","27 THE ORCHARD, KILLESTER DUBLIN 5, DUBLIN","Dublin 5","Dublin",380000,"No","No","Second-Hand Dwelling house /Apartment",NA
"299","15/01/2019","3 AIRFIELD PARK, DONNYBROOK, DUBLIN 4","Dublin 4","Dublin",1625000,"No","No","Second-Hand Dwelling house /Apartment",NA
"300","15/01/2019","3 FAIRVIEW AVE, IRISHTOWN, DUBLIN 4","Dublin 4","Dublin",435000,"No","No","Second-Hand Dwelling house /Apartment",NA
"301","15/01/2019","303 PALMERSTOWN WOODS, PALMERSTOWN, DUBLIN 22","Dublin 22","Dublin",306000,"No","No","Second-Hand Dwelling house /Apartment",NA
"302","15/01/2019","34 OXFORD RD, RANELAGH, DUBLIN 6","Dublin 6","Dublin",8e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"305","15/01/2019","35 SOUTHMEDE, BALLINTEER RD, DUNDRUM DUBLIN 16","Dublin 16","Dublin",440000,"No","No","Second-Hand Dwelling house /Apartment",NA
