"","Date Of Sale","Address","Postal Code","County","Price","Not Full Market Price","VAT Exclusive","Description Of Property","Property Size Description"
"8901","18/07/2019","14 CHESTERFIELD GROVE, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin",932000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8902","18/07/2019","17 MONASTERY GATE AVE, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin",275000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8903","18/07/2019","18 MUCKROSS AVE, PERRYSTOWN, DUBLIN 12","Dublin 12","Dublin",380000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8904","18/07/2019","18 SHANOWEN PK, DUBLIN 9, DUBLIN","Dublin 9","Dublin",367500,"No","No","Second-Hand Dwelling house /Apartment",NA
"8905","18/07/2019","180  ST. MARGARETS ROAD, HAMPTON WOOD, DUBLIN11","Dublin 11","Dublin",305000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8906","18/07/2019","19 HAWTHORN HOUSE, FARMLEIGH WOOD, WHITES RD DUBLIN 15","Dublin 15","Dublin",555000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8907","18/07/2019","1A SPIDDEL PARK, BALLYFERMOT, DUBLIN 10","Dublin 10","Dublin",280000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8908","18/07/2019","2 BLACKWOOD LAWN, ONGAR CHASE, DUBLIN 15","Dublin 15","Dublin",530000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8909","18/07/2019","20 SUNCROFT PK, FORTUNESTOWN TALLAGHT, DUBLIN 24","Dublin 24","Dublin",159204,"No","No","Second-Hand Dwelling house /Apartment",NA
"8910","18/07/2019","223 THE ISLAND, MARTINS ROW, CHAPELIZOD DUBLIN 20","Dublin 20","Dublin",270000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8911","18/07/2019","227 GRIFFITH AVE, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin",795000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8912","18/07/2019","24 KILTIPPER CLOSE, AYLESBURY, TALLAGHT DUBLIN 24","Dublin 24","Dublin",246862,"No","No","Second-Hand Dwelling house /Apartment",NA
"8913","18/07/2019","24 WOOD FORD HEIGHS, CLONDALKIN DUBLIN 22, DUBLIN","Dublin 22","Dublin",216712,"No","No","Second-Hand Dwelling house /Apartment",NA
"8915","18/07/2019","26 CURRAGH HALL GREEN, TYRELLSTOWN, DUBLIN 15","Dublin 15","Dublin",225000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8916","18/07/2019","264 BELLEVUE, ISLANDBRIDGE, DUBLIN CITY","Dublin 8","Dublin",410000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8917","18/07/2019","28 THE COURTYARD, CLONSILLA RD, CLONSILLA DUBLIN 15","Dublin 15","Dublin",220000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8922","18/07/2019","35 MUNSTER ST, DUBLIN 7, DUBLIN","Dublin 7","Dublin",620000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8924","18/07/2019","4 ORLAGH GRANGE, KNOCKLYON, DUBLIN 16","Dublin 16","Dublin",450000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8928","18/07/2019","49 BARNWELL PLACE, HANSFIELD, DUBLIN","Dublin 15","Dublin",288000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8932","18/07/2019","53 DELAFORD AVENUE, KNOCKLYON WOODS, TEMPLEOGUE","Dublin 16","Dublin",390000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8933","18/07/2019","54 MOUNT PROSPECT DR, CLONTARF, DUBLIN 3","Dublin 3","Dublin",580000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8935","18/07/2019","6 HAROLDS CROSS COTTAGES, HAROLDS CROSS, DUBLIN 6W","Dublin 6","Dublin",295000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8936","18/07/2019","6 ORWELL BANK, ORWELL PARK, RATHGAR","Dublin 6","Dublin",810000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8938","18/07/2019","61 WATERMEADOW DR, OLDBAWN, TALLAGHT DUBLIN 24","Dublin 24","Dublin",415000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8942","18/07/2019","7 MADISON RD, KILMAINHAM, DUBLIN 8","Dublin 8","Dublin",605000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8947","18/07/2019","APARTMENT 1, 46 BOLTON ST, DUBLIN 1","Dublin 1","Dublin",270000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8948","18/07/2019","APT 43, VENETIAN HALL, HOWTH RD DUBLIN 5","Dublin 5","Dublin",333500,"No","No","Second-Hand Dwelling house /Apartment",NA
"8954","18/07/2019","STOCKWELL, SANDYFORD RD, DUNDRUM DUBLIN 14","Dublin 16","Dublin",1400000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8955","19/07/2019","1 DELVIN RD, CABRA EAST, DUBLIN 7","Dublin 7","Dublin",407000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8958","19/07/2019","10A KILBARRON RD, COOLOCK, DUBLIN 5","Dublin 5","Dublin",298000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8959","19/07/2019","11 BALNAGOWAN, PALMERSTON PARK, DUBLIN 6","Dublin 6","Dublin",495000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8960","19/07/2019","111 BEAUMONT RD, BEAUMONT, DUBLIN 9","Dublin 9","Dublin",475000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8961","19/07/2019","11SAULS COURT, TEMPLE BAR, DUBLIN 2","Dublin 8","Dublin",370000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8962","19/07/2019","12 CLONARD PARK, DUNDRUM, DUBLIN 16","Dublin 16","Dublin",755000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8963","19/07/2019","12 FERNCARRIG AVE, FERNLEIGH, SANDYFORD DUBLIN 18","Dublin 18","Dublin",480000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8965","19/07/2019","135 EDENMORE CRESCENT, RAHENY, DUBLIN 5","Dublin 5","Dublin",275000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8967","19/07/2019","15 GLENEALY ROAD, CRUMLIN, DUBLIN 12","Dublin 12","Dublin",310000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8968","19/07/2019","15 MAPLE DR, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin",445000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8971","19/07/2019","16 PORTMARNOCK DR, PORTMARNOCK, DUBLIN","Dublin 13","Dublin",480000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8972","19/07/2019","17 SHANOWEN PARK, SANTRY, DUBLIN 9","Dublin 9","Dublin",330000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8974","19/07/2019","19 THE OAKS, HERBERT PARK LANE, BALLSBRIDGE DUBLIN 4","Dublin 4","Dublin",405000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8975","19/07/2019","2 CAMERON SQ, KILMAINHAM, DUBLIN 8","Dublin 8","Dublin",3e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"8977","19/07/2019","21 KILLAKEE LAWNS, FIRHOUSE, DUBLIN 24","Dublin 24","Dublin",346000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8980","19/07/2019","266 Apts & 18 Commercial Units, Heuston South Quarter, St. John's Road West","Dublin 8","Dublin",129500000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8982","19/07/2019","3 GLENLYON CRESCENT, KNOCKLYON, TEMPLEOGUE DUBLIN 16","Dublin 16","Dublin",461000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8983","19/07/2019","30 ST BRIGID'S GROVE, ARTANE, DUBLIN 5","Dublin 5","Dublin",488000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8987","19/07/2019","39 MAPLE MANOR, JOHNSTOWN RD, CABINTEELY DUBLIN 18","Dublin 18","Dublin",521000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8989","19/07/2019","4 CAVALRY ROW, PALATINE SQ, DUBLIN 7","Dublin 7","Dublin",305000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8990","19/07/2019","4 INVERNESS RD, FAIRVIEW, DUBLIN 3","Dublin 3","Dublin",720000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8992","19/07/2019","4 STEARNE HOUSE, PATRICK ST, DUBLIN 8","Dublin 8","Dublin",330000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8994","19/07/2019","44 BELGROVE PARK, MOUNT PROSPECT LAWNS, CLONTARF DUBLIN 3","Dublin 3","Dublin",397000,"No","No","Second-Hand Dwelling house /Apartment",NA
"8997","19/07/2019","45 HUNTERS HILL, HUNTERS WOOD, FIRHOUSE","Dublin 24","Dublin",281500,"No","No","Second-Hand Dwelling house /Apartment",NA
"9000","19/07/2019","49 CLONARD ROAD, CRUMLIN, DUBLIN 12","Dublin 12","Dublin",260000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9003","19/07/2019","51 PROSPECT VIEW, STOCKING LANE, RATHFARNHAM","Dublin 16","Dublin",477000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9004","19/07/2019","55 ST DECLAN'S ROAD, MARINO, DUBLIN 3","Dublin 3","Dublin",415000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9005","19/07/2019","55KINGSCOURT, PARNELL ST, DUBLIN 1","Dublin 1","Dublin",350000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9007","19/07/2019","57 HYDE COURT, TOWNSEND ST, DUBLIN 2","Dublin 2","Dublin",492015.62,"No","No","Second-Hand Dwelling house /Apartment",NA
"9008","19/07/2019","6 TANEY RD, DUNDRUM, DUBLIN 14","Dublin 14","Dublin",977675,"No","No","Second-Hand Dwelling house /Apartment",NA
"9009","19/07/2019","65 HANOVER DOCK, HANOVER QUAY, DUBLIN 2","Dublin 2","Dublin",580000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9010","19/07/2019","7 TUSCANY PARK, BALDOYLE, DUBLIN 13","Dublin 13","Dublin",321000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9011","19/07/2019","74 THATCH RD, WHITEHALL, DUBLIN","Dublin 9","Dublin",310000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9014","19/07/2019","8 FERNLEY COURT, LONG LANE, DUBLIN","Dublin 8","Dublin",275000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9018","19/07/2019","88 MILLRACE RD, PHOENIX PARK RACE COURSE, CASTLEKNOCK","Dublin 15","Dublin",350000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9019","19/07/2019","9 BARNWELL LAWN, BARNWELL, HANSFIELD","Dublin 15","Dublin",372000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9020","19/07/2019","9 WILLOW BANK, SANDYFORD RD, DUNDRUM DUBLIN 16","Dublin 16","Dublin",380000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9023","19/07/2019","APT 1-3, 182 PHIBSBOROUGH RD, DUBLIN","Dublin 7","Dublin",510000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9024","19/07/2019","APT 1-3, 183 PHIBSBOROUGH RD, DUBLIN","Dublin 7","Dublin",660000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9025","19/07/2019","APT 177, THE SWEEPSTAKES, BALLSBRIDGE","Dublin 4","Dublin",650000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9026","19/07/2019","APT 32, BRABAZON HALL, DUBLIN 8","Dublin 8","Dublin",312000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9027","19/07/2019","APT 57, SHELBOURNE PARK, SOUTH LOTTS RD","Dublin 4","Dublin",355000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9029","19/07/2019","CALVI, TAYLORS LANE, RATHFARNHAM DUBLIN 16","Dublin 16","Dublin",260000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9031","22/07/2019","1 GLENCAIRN HEIGHTS, THE GALLOPS, LEOPARDSTOWN DUBLIN 18","Dublin 18","Dublin",530000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9032","22/07/2019","10 ST MOCHTAS CLOSE, CLONSILLA, DUBLIN 15","Dublin 15","Dublin",342500,"No","No","Second-Hand Dwelling house /Apartment",NA
"9033","22/07/2019","11 SCHOOLHOUSE LANE, SANTRY, DUBLIN 9","Dublin 9","Dublin",295000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9034","22/07/2019","12 AILESBURY WOOD, AILESBURY RD, BALLSBRIDGE DUBLIN 4","Dublin 4","Dublin",2300000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9036","22/07/2019","122 LUCAN RD, CHAPELIZOD, DUBLIN 20","Dublin 20","Dublin",480000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9040","22/07/2019","16 WINDERMERE, GILFORD ROAD, DUBLIN 4","Dublin 4","Dublin",315000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9041","22/07/2019","17 OLDFIELD HALL TICKNOCK HILL, SANDYFORD DUBLIN 18 IRELAND, DUBLIN 18","Dublin 18","Dublin",330000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9044","22/07/2019","21 MELVILLE VIEW, MEAKSTOWN, DUBLIN 11","Dublin 11","Dublin",245500,"No","No","Second-Hand Dwelling house /Apartment",NA
"9045","22/07/2019","24 PHOENIX VIEW, ST LAURENCE RD, CHAPELIZOD","Dublin 20","Dublin",255000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9047","22/07/2019","3 RIVERWOOD CHASE, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin",401000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9049","22/07/2019","30 ARDMORE CRESCENT, ARTANE, DUBLIN 5","Dublin 5","Dublin",385000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9050","22/07/2019","41 ST THOMAS ROAD, SOUTH CIRCULAR ROAD, DUBLIN 8","Dublin 8","Dublin",385000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9051","22/07/2019","42 COOLGREENA RD, BEAUMONT, DUBLIN 9","Dublin 9","Dublin",387000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9052","22/07/2019","42 GLENBROOK PARK, RATHFARNHAM, DUBLIN 14","Dublin 14","Dublin",640000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9054","22/07/2019","51 NEWLANDS RD, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin",370000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9055","22/07/2019","52 WOODLAWN PK DR, FIRHOUSE, DUBLIN 24","Dublin 24","Dublin",377500,"No","No","Second-Hand Dwelling house /Apartment",NA
"9057","22/07/2019","59 GLENDOHER DR, RATHFARNHAM, DUBLIN 16","Dublin 16","Dublin",550000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9059","22/07/2019","62 RANELAGH RD, RANELAGH, DUBLIN 6","Dublin 6","Dublin",1800000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9060","22/07/2019","64 CASHEL ROAD, CRUMLIN, DUBLIN 12","Dublin 12","Dublin",3e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"9062","22/07/2019","80 GRANGEBROOK AVE, RATHFARNHAM, DUBLIN 16","Dublin 16","Dublin",443000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9063","22/07/2019","83 MARLAY VIEW, BALLINTEER AVE, BALLINTEER DUBLIN 16","Dublin 16","Dublin",375000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9065","22/07/2019","96 THE MALTHOUSE, MARROWBONE LANE, DUBLIN 8","Dublin 8","Dublin",265000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9068","22/07/2019","APT 147 THE OAKS, CARRINGTON PARK, NORTHWOOD DUBLIN 9","Dublin 9","Dublin",250000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9070","22/07/2019","APT 26, MAYESTON COURT, ST MARGARETS RD DUBLIN 11","Dublin 11","Dublin",176000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9071","22/07/2019","APT 8 ST JAMES COURT, SERPENTINE AVE, BALLSBRIDGE","Dublin 4","Dublin",465300,"No","No","Second-Hand Dwelling house /Apartment",NA
"9072","23/07/2019","1 ARDLEA RD, ARTANE, DUBLIN 5","Dublin 5","Dublin",348000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9077","23/07/2019","103 HUNTERS HILL, BALLYCULLEN, DUBLIN 24","Dublin 24","Dublin",287000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9078","23/07/2019","107 ROSELAWN RD, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin",510000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9080","23/07/2019","11 BROOKVALE RD, DONNYBROOK, DUBLIN 4","Dublin 4","Dublin",420000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9081","23/07/2019","11 ROOKEWOOD, STOCKING LANE, RATHFARNHAM DUBLIN 16","Dublin 16","Dublin",252000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9085","23/07/2019","134 NORTH RD, FINGLAS, DUBLIN 11","Dublin 11","Dublin",315000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9087","23/07/2019","145 ALPINE HEIGHTS, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin",252000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9091","23/07/2019","18 GLENFIELD DR, CLONDALKIN DUBLIN 22, DUBLIN","Dublin 22","Dublin",277500,"No","No","Second-Hand Dwelling house /Apartment",NA
"9097","23/07/2019","22 GLENHILL AVE, FINGLAS RD, DUBLIN 11","Dublin 11","Dublin",309000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9101","23/07/2019","26 SPRINGLAWN COURT, BLANCHARDSTOWN, DUBLIN 15","Dublin 15","Dublin",385000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9102","23/07/2019","28 CASHEL RD, CRUMLIN, DUBLIN 12","Dublin 12","Dublin",321000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9106","23/07/2019","34 ASHFORD APARTSMENTS, GRIFFITH AVENUE EXTENSION, DUBLIN 11","Dublin 11","Dublin",275000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9112","23/07/2019","40 MILLFIELD, THE LINKS, PORTMARNOCK","Dublin 13","Dublin",285000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9113","23/07/2019","43 CEDAR BROOK PLACE, CHERRY ORCHARD, BALLYFERMOT DUBLIN 10","Dublin 10","Dublin",225000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9114","23/07/2019","45 DURSEY ROW, WATERVILLE, BLANCHARDSTOWN DUBLIN 15","Dublin 15","Dublin",222000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9115","23/07/2019","48 RATHLIN ROAD, GLASNEVIN, DUBLIN 9","Dublin 9","Dublin",505000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9116","23/07/2019","5 PARKHILL CLOSE, KILNAMANAGH, DUBLIN 24","Dublin 24","Dublin",335000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9117","23/07/2019","55 ELLESMERE AVE, CIRCULAR RD, DUBLIN 7","Dublin 7","Dublin",470000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9118","23/07/2019","57 DROMAWLING RD, BEAUMONT, DUBLIN 9","Dublin 9","Dublin",430000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9121","23/07/2019","59 ARAN COURT, WATERVILLE, BLANCHARDSTOWN DUBLIN 15","Dublin 15","Dublin",295000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9123","23/07/2019","7 ASHINGTON HEATH, NAVAN RD, DUBLIN 7","Dublin 7","Dublin",410000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9124","23/07/2019","7 PAROCHIAL AVE, BALDOYLE, DUBLIN 13","Dublin 13","Dublin",365000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9128","23/07/2019","88 ALLENDALE SQ, CLONSILLA, DUBLIN 15","Dublin 15","Dublin",273000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9129","23/07/2019","9 OCURRY RD, THE TENTERS, DUBLIN 8","Dublin 8","Dublin",4e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"9130","23/07/2019","9 ST ASSAMS AVE, RAHENY, DUBLIN 5","Dublin 5","Dublin",597500,"No","No","Second-Hand Dwelling house /Apartment",NA
"9131","23/07/2019","APARTMENT 1, 65 MANOR STREET, STONEYBATTER","Dublin 7","Dublin",652500,"No","No","Second-Hand Dwelling house /Apartment",NA
"9133","23/07/2019","APT 7 MAXWELL HOUSE, MAXWELL RD, RATHMINES DUBLIN 6","Dublin 6","Dublin",320000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9134","23/07/2019","ST JOHNS HALL SALLE DARMES, ST JOHNS RD, SANDYMOUNT DUBLIN 4","Dublin 4","Dublin",2520000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9136","24/07/2019","1 LAUREL COURT, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin",405000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9137","24/07/2019","1 MC KELVEY ROAD, FINGLAS EAST, DUBLIN 11","Dublin 11","Dublin",277500,"No","No","Second-Hand Dwelling house /Apartment",NA
"9139","24/07/2019","1 WINDSOR AVE, FAIRVIEW, DUBLIN 3","Dublin 3","Dublin",425000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9141","24/07/2019","10 HUNTERS PLACE, HUNTERSWOOD, BALLYCULLEN DUBLIN 24","Dublin 24","Dublin",330000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9144","24/07/2019","13 GROVE PARK DRIVE, GLASNEVIN NORTH, DUBLIN 11","Dublin 11","Dublin",210000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9146","24/07/2019","14 CASTLEGRANGE ROW, CASTAHEANEY, DUBLIN 15","Dublin 15","Dublin",307000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9148","24/07/2019","147 ALPINE HEIGHTS, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin",255000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9149","24/07/2019","147 LANDEN RD, BALLYFERMOT, DUBLIN 10","Dublin 10","Dublin",240000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9150","24/07/2019","15 BELARMINE HALL, STEPASIDE, DUBLIN","Dublin 18","Dublin",320000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9151","24/07/2019","15 CARRIGMORE PARK, OLDBAWN, DUBLIN 24","Dublin 24","Dublin",260000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9152","24/07/2019","15 WYCKHAM POINT, WYCKHAM WAY, DUNDRUM DUBLIN 16","Dublin 16","Dublin",372000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9153","24/07/2019","155 OXMANSTOWN RD, DUBLIN 7, DUBLIN","Dublin 7","Dublin",330000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9154","24/07/2019","16 BROOKLANDS, NUTLEY LANE, DONNYBROOK DUBLIN 4","Dublin 4","Dublin",415000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9156","24/07/2019","18 - 19 BOW STREET, DUBLIN 7","Dublin 7","Dublin",595000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9158","24/07/2019","183C ARAS NA CLUAINE, YELLOW MEADOWS RD, CLONDALKIN DUBLIN 22","Dublin 22","Dublin",185000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9160","24/07/2019","19 LAVERNA WAY, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin",420000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9162","24/07/2019","20 FINDLATER ST, STONEYBATTER, DUBLIN 7","Dublin 7","Dublin",277000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9165","24/07/2019","26 THE KILNS, STATION RD, PORTMARNOCK","Dublin 13","Dublin",290000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9170","24/07/2019","32 CLEARWATER COURT NORTH, ROYAL CANAL PARK, ASHTOWN DUBLIN 15","Dublin 15","Dublin",278000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9171","24/07/2019","32 MARIAN PARK, BALDOYLE, DUBLIN 13","Dublin 13","Dublin",380000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9172","24/07/2019","38 BELLEVILLE, DUBLIN 7, DUBLIN","Dublin 7","Dublin",410000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9173","24/07/2019","38 MAPLE DR, CARPENTERSTOWN PARK CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin",395000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9175","24/07/2019","43 THE HOLLY, ROCKFIELD, DUNDRUM DUBLIN 16","Dublin 16","Dublin",649000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9177","24/07/2019","47 OAK AVE, SANTRY, DUBLIN 9","Dublin 9","Dublin",345000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9178","24/07/2019","5 ROYSE RD, PHIBSBOROUGH, DUBLIN 7","Dublin 7","Dublin",570000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9180","24/07/2019","54 COLLINS AVE EAST, DONNYCARNEY, DUBLIN 5","Dublin 5","Dublin",328000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9184","24/07/2019","63 COMPASS COURT NORTH, ROYAL CANAL PARK, DUBLIN 15","Dublin 15","Dublin",250000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9186","24/07/2019","8 PROSPECT DR, PROSPECT MANOR, RATHFARNHAM DUBLIN 16","Dublin 16","Dublin",575000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9190","24/07/2019","9 FLEMING RD, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin",275000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9192","24/07/2019","9 THE PINES, GROVE HOUSE, MILLTOWN RD DUBLIN 6","Dublin 6","Dublin",695000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9196","25/07/2019","1 MILLRACE COURT, CLONSKEAGH RD, CLONSKEAGH","Dublin 6","Dublin",2425000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9200","25/07/2019","10 WHITECLIFF, RATHFARNHAM, DUBLIN","Dublin 16","Dublin",572500,"No","No","Second-Hand Dwelling house /Apartment",NA
"9202","25/07/2019","109 MILL PARK, OLD NANGOR RD, CLONDALKIN","Dublin 22","Dublin",220000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9206","25/07/2019","112 CLAREMONT COURT, GLASNEVIN, DUBLIN 11","Dublin 11","Dublin",390000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9207","25/07/2019","113 WHITEHALL RD, TERENURE, DUBLIN 12","Dublin 12","Dublin",612500,"No","No","Second-Hand Dwelling house /Apartment",NA
"9209","25/07/2019","13 OATFIELD AVE, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin",268000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9210","25/07/2019","13 RUTLAND PLACE, NORTH CIRCULAR ROAD, DUBLIN 1","Dublin 1","Dublin",245000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9212","25/07/2019","17 GLENAAN ROAD, LARKHILL, WHITEHALL","Dublin 9","Dublin",285000,"No","No","Second-Hand Dwelling house /Apartment",NA
"9213","25/07/2019","18 BEALING AVE, BEALING VILLAGE TYRRELSTOWN, DUBLIN 15","Dublin 15","Dublin",217500,"No","No","Second-Hand Dwelling house /Apartment",NA
"9219","25/07/2019","23 BALALLY PARK, DUNDRUM, DUBLIN 16","Dublin 16","Dublin",685000,"No","No","Second-Hand Dwelling house /Apartment",NA
